from	to	weight
RPS9	RPLP0	1
RPS9	RPL14	1
RPS9	RPL12	1
RPS9	RPS8	1
RPS9	EEF2	1
RPS9	RPL18	1
RPL19	RPS9	1
RPS9	NACA	1
KPNB1	RPS9	1
EIF5B	RPS9	1
RPL37	RPS9	1
RPS9	RPS19	1
RPS9	RPS5	1
RPS11	RPS9	1
OR1B1	RTP2	1
OR1B1	RTP1	1
OR52A5	RTP2	1
OR52A5	RTP1	1
OR7G2	RTP2	1
OR7G2	RTP1	1
OR10A2	RTP2	1
OR10A2	RTP1	1
PSMD11	COPS6	1
DDB1	COPS6	1
COPS4	COPS6	1
COPS2	COPS6	1
YY1	COPS6	1
POLR2D	COPS6	1
COPS6	COPS8	1
RPS27A	COPS6	1
COPS6	RUVBL1	1
POLR2I	COPS6	1
COPS6	POLR2F	1
ASB17	COPS6	1
NEDD8	COPS6	1
OR8U1	RTP2	1
OR8U1	RTP1	1
OR1L6	RTP2	1
OR1L6	RTP1	1
OR2AT4	RTP2	1
OR2AT4	RTP1	1
IL13	IL22	1
IL13	BPIFA1	1
IL9	IL13	1
IL13	INS	1
IL13	IL31	1
IL13	IL25	1
RETNLB	IL13	1
IL21	IL13	1
IL13	IL17A	1
CLCA1	IL13	1
IL12B	IL13	1
IL13	IL17F	1
IL3	IL13	1
OR1A1	RTP2	1
OR1A1	RTP1	1
OR5T3	RTP2	1
OR5T3	RTP1	1
OR1S2	RTP2	1
OR1S2	RTP1	1
SF3B3	SF3B5	1
SF3B3	HNRNPM	1
SF3B3	PRPF3	1
SF3B3	SRSF3	1
SF3B3	PRPF8	1
PRPF19	SF3B3	1
SF3B4	SF3B3	1
SF3B3	SF3B2	1
SF3B3	DDX46	1
SF3B3	U2AF2	1
POLR2D	SF3B3	1
NUDT21	SF3B3	1
PHF5A	SF3B3	1
SF3B3	ALYREF	1
SF3B3	PRPF31	1
SF3B3	COPA	1
SF3B3	TFIP11	1
SF3B3	ZNF207	1
SF3B3	LSM4	1
SF3B3	RBM17	1
SF3B3	CDC5L	1
PAPOLA	SF3B3	1
SF3B3	USP39	1
SF3B3	EFTUD2	1
POLR2I	SF3B3	1
RNF113B	SF3B3	1
SF3B3	CDC40	1
EIF4A3	SF3B3	1
SF3B3	LSM6	1
SF3B3	NHP2L1	1
SF3B3	POLR2F	1
SF3B3	SNRNP200	1
AQR	SF3B3	1
SNRNP27	SF3B3	1
SF3A2	SF3B3	1
SF3B3	EEF2	1
SNRPD1	SF3B3	1
HNRNPU	SF3B3	1
SF3B3	XAB2	1
KPNB1	SF3B3	1
SF3A1	SF3B3	1
PRPF38A	SF3B3	1
SRSF1	SF3B3	1
PABPN1	SF3B3	1
TKTL2	PGK2	1
PGK2	SPEM1	1
HSPA9	PGK2	1
OR10H2	RTP2	1
OR10H2	RTP1	1
GRM5	GPRC6A	1
GRM5	HTR1A	1
GRM5	GABRA1	1
GRM5	GRM4	1
GRM5	GCG	1
GRM5	NMS	1
GRM5	NPSR1	1
SLC17A6	GRM5	1
GRM6	GRM5	1
NPFFR1	GRM5	1
FFAR1	GRM5	1
GRM5	TRHR	1
HTR5A	GRM5	1
GHSR	GRM5	1
GRM5	UTS2R	1
GRM5	HCRTR2	1
CCKAR	GRM5	1
OR4C11	RTP2	1
OR4C11	RTP1	1
OR10H3	RTP2	1
OR10H3	RTP1	1
SLC7A13	SLC22A25	1
RPS3	QARS	1
QARS	ETF1	1
QARS	RPL7	1
QARS	RPL11	1
QARS	RPL3	1
QARS	RPL27	1
QARS	RPL7A	1
QARS	RPL31	1
QARS	KARS	1
QARS	RPL4	1
QARS	RPL30	1
QARS	RPS24	1
RPL35	QARS	1
QARS	RPS15A	1
QARS	RPS6	1
QARS	RPS13	1
QARS	RPL36	1
QARS	RPL38	1
RPS9	QARS	1
QARS	RPL37A	1
QARS	RPL35A	1
QARS	RPL10A	1
QARS	RPL5	1
QARS	RPS20	1
QARS	RPLP0	1
QARS	RPL12	1
QARS	RPS8	1
QARS	EEF2	1
QARS	RPL18	1
RPL19	QARS	1
EIF5B	QARS	1
QARS	RPS19	1
QARS	RPS5	1
RPS11	QARS	1
OR2C1	RTP2	1
OR2C1	RTP1	1
U2AF2	HNRNPM	1
U2AF2	PRPF8	1
U2AF2	ERH	1
SF3B4	U2AF2	1
DDX49	U2AF2	1
U2AF2	SF3B2	1
U2AF2	DDX46	1
PHF5A	U2AF2	1
U2AF2	PRPF31	1
U2AF2	RPS13	1
U2AF2	NUP93	1
U2AF2	SFPQ	1
U2AF2	CDC5L	1
PAPOLA	U2AF2	1
U2AF2	USP39	1
U2AF2	EFTUD2	1
EIF4A3	U2AF2	1
U2AF2	LSM6	1
NUP205	U2AF2	1
U2AF2	SNRNP200	1
SF3A2	U2AF2	1
U2AF2	XAB2	1
SF3A1	U2AF2	1
SRSF1	U2AF2	1
U2AF2	SF3B5	1
U2AF2	PRPF3	1
U2AF2	SRSF3	1
PRPF19	U2AF2	1
SF3B3	U2AF2	1
NUP54	U2AF2	1
U2AF2	NXF1	1
POLR2D	U2AF2	1
NUDT21	U2AF2	1
U2AF2	ALYREF	1
U2AF2	TFIP11	1
U2AF2	LSM4	1
U2AF2	RBM17	1
POLR2I	U2AF2	1
U2AF2	CDC40	1
NUP133	U2AF2	1
U2AF2	NHP2L1	1
U2AF2	POLR2F	1
AQR	U2AF2	1
SNRNP27	U2AF2	1
SNRPD1	U2AF2	1
HNRNPU	U2AF2	1
PRPF38A	U2AF2	1
PABPN1	U2AF2	1
EEF2	RPLP2	1
RPS3	EEF2	1
EEF2	PRPF8	1
EEF2	RPL7	1
EEF2	RPL3	1
EEF2	RPL27	1
CCT8	EEF2	1
EEF2	RPL7A	1
EEF2	EIF3F	1
EEF2	RPL31	1
EEF2	RPL24	1
PHF5A	EEF2	1
PSMA6	EEF2	1
PSMC4	EEF2	1
EEF2	RPL4	1
EEF2	RPS15A	1
EIF3D	EEF2	1
EEF2	RPS13	1
EEF2	RPL36	1
QARS	EEF2	1
EEF2	RPL38	1
CCT7	EEF2	1
CCT6A	EEF2	1
EEF2	RPL37A	1
EEF2	PSMA1	1
EIF4A3	EEF2	1
EEF2	RPL5	1
EEF2	SNRNP200	1
EEF2	RPLP0	1
EEF2	RPL14	1
EEF2	RPS8	1
EEF2	RPL18	1
EIF5B	EEF2	1
RPL37	EEF2	1
PSMA2	EEF2	1
EEF2	RPS19	1
EEF2	RPS5	1
CCT3	EEF2	1
EEF2	SF3B5	1
PSMA3	EEF2	1
EEF2	ETF1	1
PRPF19	EEF2	1
EIF3G	EEF2	1
EEF2	RPL11	1
EEF2	CCT4	1
SF3B3	EEF2	1
EEF2	EIF3B	1
EEF2	KARS	1
EEF2	RPL30	1
EEF2	RPS24	1
RPS27A	EEF2	1
RPL35	EEF2	1
EEF2	RPS6	1
RPS9	EEF2	1
EEF2	LSM4	1
EEF2	RPL35A	1
EEF2	EIF3A	1
EEF2	RPL10A	1
EEF2	NHP2L1	1
EEF2	PPP2R1A	1
EEF2	NPSR1	1
HSPA9	EEF2	1
EEF2	RPS20	1
EEF2	RPL12	1
RPL19	EEF2	1
KPNB1	EEF2	1
RPS11	EEF2	1
OR5R1	RTP2	1
OR5R1	RTP1	1
OR9Q2	RTP2	1
OR9Q2	RTP1	1
OR52I2	RTP2	1
OR52I2	RTP1	1
RPS3	PSMD1	1
PSMA3	PSMD1	1
PSMD1	PSMC2	1
PSMD1	PSMB2	1
PSMD1	CCT4	1
PSMD11	PSMD1	1
PSMD1	RPL27	1
PSMD1	PSMB3	1
CCT8	PSMD1	1
PSMD1	EIF3F	1
PSMD1	EIF3B	1
PSMD1	RPL31	1
PSMA6	PSMD1	1
PSMD7	PSMD1	1
PSMC4	PSMD1	1
PSMD1	RPL30	1
PSMD1	RAN	1
PSMD1	RPS24	1
RPS27A	PSMD1	1
PSMD1	DYNC1H1	1
PSMD1	RPS13	1
RPS9	PSMD1	1
CCT7	PSMD1	1
PSMD1	CDC5L	1
PSMD1	RPL35A	1
PSMD1	PSMA1	1
PSMD1	PPP2R1A	1
PSMC1	PSMD1	1
NEDD8	PSMD1	1
PSMD1	RPS20	1
PSMD1	VCP	1
PSMD1	RPLP0	1
PSMD1	RPL14	1
PSMD1	RPS8	1
PSMD1	RPL18	1
COPS2	PSMD1	1
KPNB1	PSMD1	1
PSMD1	SHFM1	1
PSMA2	PSMD1	1
GPRC6A	GRM4	1
GPRC6A	GCG	1
GRM5	GPRC6A	1
GPRC6A	NPSR1	1
GPRC6A	NMS	1
NPFFR1	GPRC6A	1
FFAR1	GPRC6A	1
GRM6	GPRC6A	1
GPRC6A	OR11A1	1
GPRC6A	TRHR	1
GHSR	GPRC6A	1
GPRC6A	UTS2R	1
GPRC6A	HCRTR2	1
CCKAR	GPRC6A	1
OR52W1	RTP2	1
OR52W1	RTP1	1
RPL38	RPLP2	1
RPN2	RPL38	1
RPS3	RPL38	1
RPL38	ETF1	1
RPL38	PSMC2	1
RPL38	RPL7	1
EIF3G	RPL38	1
RPL38	RPL11	1
RPL38	EXOSC10	1
WDR12	RPL38	1
RPL38	RPL3	1
RPL38	RPL27	1
WDR61	RPL38	1
RPL38	RPL7A	1
RPL38	EIF3F	1
RPL38	EIF3B	1
RPL38	RPL31	1
RPL38	RPL24	1
PSMC4	RPL38	1
RPL38	RPL4	1
RPL38	RPL30	1
RPL38	RPS24	1
RPS27A	RPL38	1
RPL35	RPL38	1
RPL38	RPS15A	1
RPL38	RPS6	1
EIF3D	RPL38	1
RPL38	RPS13	1
RPL38	RPL36	1
QARS	RPL38	1
RPS9	RPL38	1
RPL38	RPL37A	1
RPL38	RPL35A	1
RPL38	EIF3A	1
EIF4A3	RPL38	1
RPL38	RPL10A	1
RPL38	NHP2L1	1
RPL38	RPL5	1
RPL38	PPP2R1A	1
RPL38	FTSJ3	1
RPL38	NPSR1	1
RPL38	RPS20	1
RPL38	RPLP0	1
RPL38	RPL14	1
RPL38	RPL12	1
RPL38	RPS8	1
EEF2	RPL38	1
RPL38	RPL18	1
RPL19	RPL38	1
RPL38	NACA	1
DDX18	RPL38	1
EIF5B	RPL38	1
RPL37	RPL38	1
RPL38	SDAD1	1
RPL38	BRIX1	1
RPL38	RPS19	1
RPL38	RPS5	1
RPS11	RPL38	1
OR7D4	RTP2	1
OR7D4	RTP1	1
NUP93	SRSF3	1
NUP54	NUP93	1
NUP93	NXF1	1
U2AF2	NUP93	1
NUP93	ALYREF	1
CSE1L	NUP93	1
NUP93	RAN	1
NUP93	NUP98	1
NUP93	EFTUD2	1
NUP93	CDC40	1
EIF4A3	NUP93	1
NUP133	NUP93	1
NUP205	NUP93	1
HSPA9	NUP93	1
SNRPD1	NUP93	1
KPNB1	NUP93	1
SRSF1	NUP93	1
DEFB118	RNASE8	1
RPL4	RPLP2	1
RPS3	RPL4	1
RPL4	RPL7	1
RPL4	EXOSC10	1
WDR12	RPL4	1
RPL4	RPL3	1
RPL4	RPL27	1
CCT8	RPL4	1
RPL4	RPL7A	1
RPL4	EIF3F	1
RPL4	RPL31	1
RPL4	RPL24	1
RPL4	RPS15A	1
EIF3D	RPL4	1
RPL4	RPS13	1
RPL4	RPL36	1
QARS	RPL4	1
RPL38	RPL4	1
RPL4	GNL3	1
CCT7	RPL4	1
CCT6A	RPL4	1
RPA1	RPL4	1
RPL4	RPL37A	1
RPL4	PSMA1	1
RPL4	EFTUD2	1
EIF4A3	RPL4	1
RPL4	RPL5	1
RPL4	FTSJ3	1
RPL4	RPLP0	1
RPL4	RPL14	1
RPL4	RPS8	1
RPL4	RPL18	1
EIF5B	RPL4	1
RPL37	RPL4	1
RPL4	SDAD1	1
RPL4	BRIX1	1
PSMA2	RPL4	1
RPL4	RPS19	1
RPL4	RPS5	1
CCT3	RPL4	1
RPN2	RPL4	1
PSMA3	RPL4	1
RPL4	ETF1	1
EIF3G	RPL4	1
RPL4	RPL11	1
RPL4	CCT4	1
RPL4	EIF3B	1
RPL4	KARS	1
RPL4	RPL30	1
RPL4	RPS24	1
RPS27A	RPL4	1
RPL35	RPL4	1
RPL4	RPS6	1
RPS9	RPL4	1
RPL4	RPL35A	1
RPL4	RUVBL1	1
RPL4	EIF3A	1
RPL4	RPL10A	1
RPL4	NHP2L1	1
RPL4	PPP2R1A	1
RPL4	NPSR1	1
RPL4	RPS20	1
RPL4	RPL12	1
EEF2	RPL4	1
RPL19	RPL4	1
RPL4	NACA	1
KPNB1	RPL4	1
RPS11	RPL4	1
OR1S1	RTP2	1
OR1S1	RTP1	1
RTP1	OR51F2	1
OR1B1	RTP1	1
RTP1	OR56B1	1
RTP1	OR4C3	1
RTP1	OR3A2	1
RTP1	OR51V1	1
OR5T3	RTP1	1
RTP1	OR1D2	1
RTP1	OR52A1	1
RTP1	OR10Z1	1
RTP1	OR52E8	1
OR10H2	RTP1	1
RTP1	OR12D2	1
OR52W1	RTP1	1
RTP1	OR5P3	1
RTP1	OR52B6	1
RTP1	OR52R1	1
RTP1	OR13C3	1
RTP1	OR2J2	1
RTP1	OR4K17	1
RTP1	OR2T33	1
OR7D4	RTP1	1
RTP1	OR10J1	1
OR1A1	RTP1	1
OR2AT4	RTP1	1
OR1L6	RTP1	1
OR2D2	RTP1	1
RTP1	OR2T2	1
RTP1	OR2AK2	1
RTP1	OR2G3	1
OR52A5	RTP1	1
RTP1	OR5P2	1
RTP1	OR51T1	1
OR52I2	RTP1	1
OR3A3	RTP1	1
RTP1	OR5T1	1
RTP1	OR56A1	1
RTP1	OR5V1	1
OR4C11	RTP1	1
RTP1	OR1G1	1
RTP1	OR5T2	1
RTP1	OR1A2	1
RTP1	OR52B2	1
OR8U1	RTP1	1
RTP1	OR12D3	1
RTP1	OR3A1	1
RTP1	OR4D1	1
RTP1	OR2F1	1
RTP1	OR6K6	1
RTP1	OR6V1	1
RTP1	OR51B6	1
RTP1	OR1N2	1
RTP1	OR52L1	1
RTP1	OR10S1	1
RTP1	OR56A4	1
OR8A1	RTP1	1
RTP1	OR2C3	1
RTP1	OR2T12	1
RTP1	OR7A17	1
OR10A2	RTP1	1
RTP1	OR4D10	1
OR1S1	RTP1	1
RTP1	OR2T4	1
RTP1	OR5C1	1
OR7C2	RTP1	1
RTP1	OR2T10	1
RTP1	OR10R2	1
RTP1	OR14A16	1
RTP1	OR2T27	1
RTP1	OR4D11	1
RTP1	OR6S1	1
RTP1	OR4D9	1
OR2C1	RTP1	1
RTP1	OR11A1	1
OR10A5	RTP1	1
RTP1	OR5W2	1
RTP1	OR6A2	1
OR5I1	RTP1	1
RTP1	OR52M1	1
RTP1	OR5M10	1
RTP1	OR2L3	1
OR10H3	RTP1	1
OR1E2	RTP1	1
RTP1	OR2T1	1
RTP1	OR8B8	1
RTP1	OR5M1	1
RTP1	OR2W1	1
OR5R1	RTP1	1
RTP1	OR2G2	1
OR9Q2	RTP1	1
RTP1	OR2T5	1
RTP1	OR1E1	1
OR1S2	RTP1	1
RTP1	OR52K2	1
RTP1	OR8G5	1
RTP1	OR10A4	1
RTP1	OR2D3	1
OR5AU1	RTP1	1
RTP1	OR13D1	1
OR7G2	RTP1	1
RTP1	OR10H1	1
RTP1	OR10X1	1
RTP1	OR51D1	1
USP39	SF3B5	1
USP39	HNRNPM	1
USP39	PRPF3	1
USP39	SRSF3	1
USP39	PRPF8	1
PRPF19	USP39	1
SF3B4	USP39	1
USP39	PSMB2	1
SF3B3	USP39	1
USP39	SF3B2	1
USP39	DDX46	1
U2AF2	USP39	1
POLR2D	USP39	1
NUDT21	USP39	1
PHF5A	USP39	1
USP39	ALYREF	1
USP39	PRPF31	1
USP39	LSM4	1
USP39	RBM17	1
USP39	CDC5L	1
PAPOLA	USP39	1
USP39	EFTUD2	1
POLR2I	USP39	1
USP39	CDC40	1
EIF4A3	USP39	1
USP39	LSM6	1
USP39	NHP2L1	1
USP39	POLR2F	1
USP39	SNRNP200	1
AQR	USP39	1
SNRNP27	USP39	1
SF3A2	USP39	1
SNRPD1	USP39	1
HNRNPU	USP39	1
USP39	XAB2	1
SF3A1	USP39	1
PRPF38A	USP39	1
SRSF1	USP39	1
PABPN1	USP39	1
OR6S1	RTP2	1
RTP1	OR6S1	1
OR1E1	RTP2	1
RTP1	OR1E1	1
OR1E1	TAS2R50	1
OR3A1	RTP2	1
RTP1	OR3A1	1
PRPF3	SF3B5	1
PRPF3	HNRNPM	1
PRPF3	SRSF3	1
PRPF3	PRPF8	1
PRPF19	PRPF3	1
SF3B4	PRPF3	1
SF3B3	PRPF3	1
DDX49	PRPF3	1
PRPF3	SF3B2	1
PRPF3	DDX46	1
U2AF2	PRPF3	1
POLR2D	PRPF3	1
NUDT21	PRPF3	1
PHF5A	PRPF3	1
PRPF3	ALYREF	1
PRPF3	PRPF31	1
PRPF3	TFIP11	1
PRPF3	LSM4	1
PRPF3	RBM17	1
PRPF3	CDC5L	1
PAPOLA	PRPF3	1
USP39	PRPF3	1
PRPF3	EFTUD2	1
POLR2I	PRPF3	1
PRPF3	CDC40	1
EIF4A3	PRPF3	1
PRPF3	LSM6	1
PRPF3	NHP2L1	1
PRPF3	POLR2F	1
PRPF3	SNRNP200	1
AQR	PRPF3	1
SNRNP27	PRPF3	1
SF3A2	PRPF3	1
SNRPD1	PRPF3	1
HNRNPU	PRPF3	1
PRPF3	XAB2	1
SF3A1	PRPF3	1
PRPF38A	PRPF3	1
SRSF1	PRPF3	1
PRPF3	PRPF18	1
PABPN1	PRPF3	1
PGK2	SPEM1	1
NUP98	PRPF8	1
NUP98	RAN	1
NUP93	NUP98	1
NUP98	XPO1	1
NUP205	NUP98	1
NUP54	NUP98	1
NUP98	NXF1	1
NUP133	NUP98	1
KPNB1	NUP98	1
HTR1A	TAS2R42	1
HTR1A	GPR31	1
HTR1A	PDYN	1
HTR1A	TAS2R40	1
SSTR4	HTR1A	1
HTR1A	NMS	1
INSL5	HTR1A	1
MTNR1B	HTR1A	1
HTR1A	TAS2R50	1
HTR1A	RXFP3	1
GRM6	HTR1A	1
CCL1	HTR1A	1
HTR1A	TAS2R39	1
HTR1A	TAS2R1	1
TAS2R7	HTR1A	1
HTR1A	TPH2	1
HTR1A	GRM4	1
HTR1A	HRH3	1
GALR3	HTR1A	1
HTR1A	TAS1R2	1
GRM5	HTR1A	1
HTR1A	TAS2R13	1
TAS2R9	HTR1A	1
TAS2R16	HTR1A	1
HTR1A	TAS2R41	1
TAS2R8	HTR1A	1
GALR1	HTR1A	1
HTR1A	DRD3	1
HTR5A	HTR1A	1
HTR1A	TAS2R43	1
HTR1A	TAS2R46	1
HTR1A	TAS2R60	1
CNGB3	CNBD1	1
CNGB3	RD3	1
RPE65	CNGB3	1
PDE6H	CNGB3	1
SNRNP200	HNRNPM	1
SNRNP200	PRPF8	1
SF3B4	SNRNP200	1
DDX49	SNRNP200	1
SNRNP200	SF3B2	1
SNRNP200	DDX46	1
PHF5A	SNRNP200	1
SNRNP200	PRPF31	1
SNRNP200	XPO1	1
SNRNP200	CDC5L	1
PAPOLA	SNRNP200	1
USP39	SNRNP200	1
SNRNP200	EFTUD2	1
RNF113B	SNRNP200	1
EIF4A3	SNRNP200	1
SNRNP200	LSM6	1
SF3A2	SNRNP200	1
SNRNP200	XAB2	1
SF3A1	SNRNP200	1
SRSF1	SNRNP200	1
SNRNP200	PRPF18	1
SNRNP200	SF3B5	1
PRPF3	SNRNP200	1
SNRNP200	SRSF3	1
PRPF19	SNRNP200	1
SF3B3	SNRNP200	1
U2AF2	SNRNP200	1
POLR2D	SNRNP200	1
NUDT21	SNRNP200	1
SNRNP200	ALYREF	1
SNRNP200	TFIP11	1
SNRNP200	LSM4	1
SNRNP200	RBM17	1
POLR2I	SNRNP200	1
SNRNP200	CDC40	1
SNRNP200	NHP2L1	1
SNRNP200	POLR2F	1
AQR	SNRNP200	1
SNRNP27	SNRNP200	1
EEF2	SNRNP200	1
SNRPD1	SNRNP200	1
HNRNPU	SNRNP200	1
PRPF38A	SNRNP200	1
PABPN1	SNRNP200	1
OR13D1	RTP2	1
RTP1	OR13D1	1
FEZF2	NEUROG1	1
RPTN	LOR	1
RPTN	SPRR4	1
RPTN	DSG4	1
MC5R	TAAR2	1
TAAR6	MC5R	1
TSHB	MC5R	1
GPR45	MC5R	1
RXFP2	MC5R	1
IAPP	MC5R	1
TAAR8	MC5R	1
MC5R	GCG	1
HTR6	MC5R	1
MC5R	MC2R	1
MC5R	NPSR1	1
MC3R	MC5R	1
GPR32	MC5R	1
TAAR5	MC5R	1
RUVBL1	RPLP2	1
RPS3	RUVBL1	1
RUVBL1	ERH	1
RUVBL1	RPL27	1
CCT8	RUVBL1	1
DDB1	RUVBL1	1
PSMA6	RUVBL1	1
RUVBL1	PRPF31	1
RPL4	RUVBL1	1
RUVBL1	RAN	1
COPS6	RUVBL1	1
CCT7	RUVBL1	1
RUVBL1	XPO1	1
RUVBL1	CDC5L	1
COPS4	RUVBL1	1
RUVBL1	EFTUD2	1
RUVBL1	RPL14	1
RUVBL1	RPS8	1
COPS2	RUVBL1	1
PSMA2	RUVBL1	1
PSMA3	RUVBL1	1
PRPF19	RUVBL1	1
RUVBL1	CCT4	1
YY1	RUVBL1	1
RUVBL1	EIF3B	1
RUVBL1	COPS8	1
RUVBL1	ALYREF	1
RUVBL1	RPL30	1
RUVBL1	PFDN2	1
RUVBL1	RPL35A	1
SRCAP	RUVBL1	1
RUVBL1	NHP2L1	1
HIST1H2BA	RUVBL1	1
RUVBL1	RPS20	1
HIST1H2AA	RUVBL1	1
RUVBL1	RPL12	1
SNRPD1	RUVBL1	1
KPNB1	RUVBL1	1
RPS15A	RPLP2	1
RPN2	RPS15A	1
RPS3	RPS15A	1
RPS15A	ETF1	1
RPS15A	PSMC2	1
RPS15A	RPL7	1
EIF3G	RPS15A	1
RPS15A	RPL11	1
RPS15A	CCT4	1
DDX49	RPS15A	1
RPS15A	RPL3	1
RPS15A	RPL27	1
RPS15A	RPL7A	1
RPS15A	EIF3F	1
RPS15A	EIF3B	1
RPS15A	RPL31	1
RPS15A	RPL24	1
PSMA6	RPS15A	1
PSMC4	RPS15A	1
RPL4	RPS15A	1
RPS15A	RPL30	1
RPS15A	RPS24	1
RPS27A	RPS15A	1
RPL35	RPS15A	1
RPS15A	RPS6	1
EIF3D	RPS15A	1
RPS15A	RPS13	1
RPS15A	RPL36	1
QARS	RPS15A	1
RPL38	RPS15A	1
RPS9	RPS15A	1
RPS15A	HEATR1	1
RPS15A	GNL3	1
CCT7	RPS15A	1
RPS15A	RPL37A	1
RPS15A	RPL35A	1
RPS15A	EIF3A	1
RPS15A	EFTUD2	1
EIF4A3	RPS15A	1
RPS15A	RPL10A	1
RPS15A	NHP2L1	1
RPS15A	RPL5	1
RPS15A	PPP2R1A	1
RPS15A	POLR2F	1
PSMC1	RPS15A	1
RPS15A	NPSR1	1
RPS15A	RPS20	1
RPS15A	RPLP0	1
RPS15A	RPL14	1
RPS15A	RPL12	1
RPS15A	RPS8	1
EEF2	RPS15A	1
RPS15A	RPL18	1
RPL19	RPS15A	1
RPS15A	NACA	1
EIF5B	RPS15A	1
RPL37	RPS15A	1
PSMA2	RPS15A	1
RPS15A	RPS19	1
RPS15A	RPS5	1
RPS11	RPS15A	1
SF3B2	SF3B5	1
SF3B2	HNRNPM	1
PRPF3	SF3B2	1
SF3B2	SRSF3	1
SF3B2	PRPF8	1
PRPF19	SF3B2	1
SF3B4	SF3B2	1
SF3B3	SF3B2	1
PSMD11	SF3B2	1
SF3B2	DDX46	1
U2AF2	SF3B2	1
POLR2D	SF3B2	1
NUDT21	SF3B2	1
PHF5A	SF3B2	1
SF3B2	ALYREF	1
SF3B2	PRPF31	1
SF3B2	TFIP11	1
COPB1	SF3B2	1
SF3B2	LSM4	1
SF3B2	RBM17	1
SF3B2	CDC5L	1
PAPOLA	SF3B2	1
USP39	SF3B2	1
SF3B2	EFTUD2	1
POLR2I	SF3B2	1
RNF113B	SF3B2	1
SF3B2	CDC40	1
EIF4A3	SF3B2	1
SF3B2	LSM6	1
SF3B2	NHP2L1	1
SF3B2	POLR2F	1
SNRNP200	SF3B2	1
AQR	SF3B2	1
SNRNP27	SF3B2	1
SF3A2	SF3B2	1
SNRPD1	SF3B2	1
HNRNPU	SF3B2	1
SF3B2	XAB2	1
SF3A1	SF3B2	1
PRPF38A	SF3B2	1
SRSF1	SF3B2	1
PABPN1	SF3B2	1
OR52K2	RTP2	1
RTP1	OR52K2	1
GSX2	OLIG2	1
GSX2	SP8	1
OR4K17	RTP2	1
RTP1	OR4K17	1
OR4D11	RTP2	1
RTP1	OR4D11	1
OR2D3	RTP2	1
RTP1	OR2D3	1
OR56A1	RTP2	1
RTP1	OR56A1	1
OR4C3	RTP2	1
RTP1	OR4C3	1
OR51V1	RTP2	1
RTP1	OR51V1	1
RPS3	RPLP2	1
RPLP2	RPL7	1
RPLP2	ERH	1
RPLP2	EXOSC10	1
WDR12	RPLP2	1
RPLP2	RPL3	1
RPLP2	RPL27	1
CCT8	RPLP2	1
RPLP2	RPL7A	1
RPLP2	EIF3F	1
RPLP2	RPL31	1
RPLP2	RPL24	1
PSMA6	RPLP2	1
RPL4	RPLP2	1
RPLP2	RAN	1
RPS15A	RPLP2	1
EIF3D	RPLP2	1
RPLP2	RPS13	1
RPLP2	RPL36	1
RPL38	RPLP2	1
RPLP2	RPL37A	1
RPLP2	PSMA1	1
EIF4A3	RPLP2	1
RPLP2	RPL5	1
RPLP2	RPLP0	1
RPLP2	RPL14	1
RPLP2	RPS8	1
RPLP2	RPL18	1
EIF5B	RPLP2	1
RPL37	RPLP2	1
PSMA2	RPLP2	1
RPLP2	RPS19	1
RPLP2	RPS5	1
RPN2	RPLP2	1
PSMA3	RPLP2	1
RPLP2	ETF1	1
EIF3G	RPLP2	1
RPLP2	RPL11	1
RPLP2	EIF3B	1
RPLP2	RPL30	1
RPLP2	RPS24	1
RPS27A	RPLP2	1
RPL35	RPLP2	1
RPLP2	RPS6	1
RPS9	RPLP2	1
RPLP2	PFDN2	1
RPLP2	RPL35A	1
RUVBL1	RPLP2	1
RPLP2	EIF3A	1
RPLP2	RPL10A	1
RPLP2	NHP2L1	1
RPLP2	PPP2R1A	1
RPLP2	NPSR1	1
RPLP2	RPS20	1
RPLP2	RPL12	1
EEF2	RPLP2	1
RPL19	RPLP2	1
RPLP2	NACA	1
RPS11	RPLP2	1
DTX2	RFX6	1
RPS27A	DTX2	1
OR56B1	RTP2	1
RTP1	OR56B1	1
TPRX1	DUXA	1
TPRX1	ARGFX	1
TPRX1	NANOGNB	1
TPRX1	DPRX	1
CRX	TPRX1	1
TPRX1	LBX1	1
UTS2R	NMS	1
UTS2R	EVX1	1
UTS2R	TRHR	1
GPRC6A	UTS2R	1
UTS2R	GCG	1
GRM5	UTS2R	1
UTS2R	NPSR1	1
NPFFR1	UTS2R	1
FFAR1	UTS2R	1
UTS2R	FOXB1	1
GHSR	UTS2R	1
UTS2R	HCRTR2	1
CCKAR	UTS2R	1
SLC2A2	F13B	1
SLC2A2	INS	1
IAPP	SLC2A2	1
SLC2A2	GCG	1
SLC2A2	PDX1	1
SLC2A2	TAS1R2	1
SLC2A2	PAX4	1
SLC2A2	APOA4	1
SLC2A2	C8A	1
G6PC	SLC2A2	1
SLC2A2	NKX2-2	1
OR5T1	RTP2	1
RTP1	OR5T1	1
OR5T2	RTP2	1
RTP1	OR5T2	1
OR51F2	RTP2	1
RTP1	OR51F2	1
PRPF31	SF3B5	1
PRPF31	HNRNPM	1
PRPF3	PRPF31	1
PRPF31	SRSF3	1
PRPF31	PRPF8	1
PRPF19	PRPF31	1
SF3B4	PRPF31	1
SF3B3	PRPF31	1
WDR12	PRPF31	1
DDX49	PRPF31	1
SF3B2	PRPF31	1
PRPF31	DDX46	1
