sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ETV2_sg319	ETV2	9828.1/10046	10015/9711.1	9937	9863	-0.010781	34927	33095	0.4067	0.34212	0.65788	0.68423	0.99897	False
CAV2_sg115	CAV2	9509.2/9404.5	9542.3/9513.4	9456.9	9527.9	0.010786	2950.4	30625	0.40557	0.65747	0.34253	0.68506	0.99897	True
HOXC8_sg459	HOXC8	14861/14544	14792/14790	14702	14791	0.0086273	25217	47612	0.40417	0.65695	0.34305	0.68609	0.99897	True
NonTarg_28	Control	11112/11417	11321/11050	11264	11186	-0.010102	41522	38159	0.40242	0.34369	0.65631	0.68738	0.99897	False
SEL1L2_sg777	SEL1L2	20737/20982	21065/20863	20860	20964	0.007199	25215	67551	0.40151	0.65598	0.34402	0.68805	0.99897	True
CERS5_sg152	CERS5	12531/12379	12664/12406	12455	12535	0.0092526	22410	40334	0.39905	0.65507	0.34493	0.68986	0.99897	True
MNAT1_sg552	MNAT1	13160/13335	13364/12964	13248	13164	-0.0091375	47514	44438	0.3968	0.34576	0.65424	0.69152	0.99897	False
IFNG_sg475	IFNG	24735/24542	25053/24456	24639	24755	0.0067762	98578	86052	0.39544	0.65374	0.34626	0.69252	0.99897	True
NonTarg_86	Control	17854/17470	17703/17810	17662	17756	0.0076907	39781	57196	0.39476	0.65349	0.34651	0.69302	0.99897	True
TRRAP_sg871	TRRAP	11343/11379	11291/11280	11361	11285	-0.0096287	364.08	36791	0.39402	0.34678	0.65322	0.69356	0.99897	False
MYO15_sg576	MYO15	17311/17449	17393/17554	17380	17473	0.0077265	11307	56283	0.39342	0.653	0.347	0.69401	0.99897	True
DECR2_sg208	DECR2	15565/15829	15525/15692	15697	15609	-0.008173	24399	50833	0.39333	0.34704	0.65296	0.69408	0.99897	False
NonTarg_45	Control	9056.2/9454.9	9312.5/9341.9	9255.6	9327.2	0.011126	39959	33301	0.39268	0.65272	0.34728	0.69455	0.99897	True
VSX1_sg900	VSX1	7065.8/7023.7	7008.8/6962.7	7044.8	6985.8	-0.012125	972.5	22813	0.3904	0.34812	0.65188	0.69624	0.99897	False
DPEP1_sg229	DPEP1	17049/17081	16937/17009	17065	16973	-0.0077725	1547.7	55262	0.39006	0.34825	0.65175	0.69649	0.99897	False
NRXN1_sg605	NRXN1	13493/13828	13729/13755	13660	13742	0.0086114	28254	44238	0.38886	0.65131	0.34869	0.69738	0.99897	True
PRDM13_sg676	PRDM13	14477/14283	14305/14287	14380	14296	-0.0084426	9524.9	46567	0.38885	0.3487	0.6513	0.69739	0.99897	False
ESPL1_sg307	ESPL1	9297.9/9120.9	9300.4/9252.3	9209.4	9276.4	0.010458	8411.1	29823	0.388	0.65099	0.34901	0.69802	0.99897	True
SNX1_sg807	SNX1	15779/15277	15596/15265	15528	15430	-0.0091146	90475	63682	0.38755	0.34917	0.65083	0.69835	0.99897	False
EFNA2_sg267	EFNA2	7449/7529.7	7339.4/7519.9	7489.4	7429.6	-0.011553	9775.1	24253	0.38363	0.35063	0.64937	0.70125	0.99897	False
TH_sg850	TH	22778/22777	22799/22964	22777	22881	0.0065703	6777.6	73762	0.38283	0.64908	0.35092	0.70184	0.99897	True
GNAI3_sg382	GNAI3	15775/15518	15605/15516	15646	15560	-0.0079433	18432	50669	0.38168	0.35135	0.64865	0.7027	0.99897	False
GCKR_sg376	GCKR	13906/14063	14031/14101	13985	14066	0.0083537	7400	45288	0.38164	0.64864	0.35136	0.70273	0.99897	True
CERS5_sg155	CERS5	12063/11807	11790/11931	11935	11860	-0.0090727	21370	38650	0.38061	0.35175	0.64825	0.70349	0.99897	False
POLR2C_sg648	POLR2C	19347/19566	19246/19477	19457	19361	-0.0070915	25296	63008	0.38009	0.35194	0.64806	0.70388	0.99897	False
RBFOX3_sg750	RBFOX3	8957.9/9201.9	9178.5/9111.4	9079.9	9145	0.0103	16013	29404	0.37944	0.64782	0.35218	0.70436	0.99897	True
SHANK1_sg788	SHANK1	11731/11811	11881/11808	11771	11845	0.0090095	2912.6	38119	0.37772	0.64718	0.35282	0.70564	0.99897	True
ARHGAP44_sg045	ARHGAP44	11238/11103	11168/11317	11171	11242	0.0092383	10078	36174	0.37733	0.64704	0.35296	0.70593	0.99897	True
RBFOX3_sg745	RBFOX3	12609/12664	12724/12397	12636	12560	-0.0086872	27398	40921	0.37504	0.35381	0.64619	0.70763	0.99897	False
GNRHR_sg391	GNRHR	12734/12705	12846/12746	12720	12796	0.0086041	2697.8	41191	0.37492	0.64614	0.35386	0.70772	0.99897	True
POLR3K_sg656	POLR3K	16451/16580	16715/16489	16516	16602	0.0075466	16971	53484	0.37456	0.64601	0.35399	0.70799	0.99897	True
GRIA1_sg409	GRIA1	10777/10826	10777/10687	10802	10732	-0.0093566	2613.7	34979	0.37338	0.35443	0.64557	0.70886	0.99897	False
SEL1L2_sg780	SEL1L2	13554/13639	13956/13411	13597	13684	0.0091703	76108	54724	0.37066	0.64455	0.35545	0.71089	0.99897	True
APOH_sg039	APOH	15782/15550	15787/15710	15666	15749	0.0076245	14966	50732	0.36858	0.64378	0.35622	0.71244	0.99897	True
CHST1_sg175	CHST1	10719/10889	10895/10852	10804	10873	0.0091722	7640	34988	0.36843	0.64372	0.35628	0.71255	0.99897	True
CHST1_sg176	CHST1	8784.2/8736.4	8809.7/8835.1	8760.3	8822.4	0.010181	731.77	28369	0.36837	0.6437	0.3563	0.7126	0.99897	True
ATG5_sg065	ATG5	13248/13305	13152/13248	13276	13200	-0.008312	3148.7	42994	0.36787	0.35649	0.64351	0.71297	0.99897	False
NonTarg_33	Control	12175/12191	12249/12263	12183	12256	0.0085826	114.9	39454	0.36601	0.64282	0.35718	0.71436	0.99897	True
ANAPC4_sg018	ANAPC4	10334/10457	10338/10586	10396	10462	0.0092006	19099	33665	0.36252	0.64152	0.35848	0.71696	0.99897	True
C2CD2L_sg103	C2CD2L	11773/11611	11891/11634	11692	11763	0.0086767	23092	37863	0.3625	0.64151	0.35849	0.71698	0.99897	True
NonTarg_67	Control	11827/11735	11707/11716	11781	11711	-0.008546	2132.2	38151	0.35626	0.36082	0.63918	0.72165	0.99897	False
FMO3_sg357	FMO3	14436/14633	14460/14762	14534	14611	0.007625	32516	47067	0.35504	0.63872	0.36128	0.72256	0.99897	True
NonTarg_62	Control	11277/11327	11502/11237	11302	11370	0.0086212	18188	36600	0.35412	0.63837	0.36163	0.72325	0.99897	True
MDFI_sg542	MDFI	11704/11431	11703/11569	11568	11636	0.008515	22987	37460	0.35383	0.63827	0.36173	0.72347	0.99897	True
FMO3_sg351	FMO3	14268/14765	14283/14578	14516	14430	-0.0085812	83607	59208	0.35381	0.36174	0.63826	0.72348	0.99897	False
DKK4_sg213	DKK4	9615.8/9613	9609.8/9743.9	9614.4	9676.9	0.0093345	4498.6	31135	0.35373	0.63823	0.36177	0.72354	0.99897	True
PSMC1_sg707	PSMC1	10821/10739	10754/10675	10780	10714	-0.0088591	3273.2	34910	0.35324	0.36195	0.63805	0.72391	0.99897	False
CAV2_sg116	CAV2	13192/12889	13099/13128	13041	13113	0.0080022	23196	42231	0.35299	0.63795	0.36205	0.7241	0.99897	True
FADS1_sg340	FADS1	17338/17537	17673/17370	17437	17521	0.0069165	32888	56469	0.35266	0.63783	0.36217	0.72434	0.99897	True
ANXA7_sg030	ANXA7	34083/33781	34121/33975	33932	34048	0.0049348	28180	1.0988e+05	0.35075	0.63711	0.36289	0.72578	0.99897	True
PPY_sg670	PPY	13222/12982	13273/12768	13102	13020	-0.0090219	78205	54354	0.35036	0.36303	0.63697	0.72607	0.99897	False
SALL4_sg752	SALL4	9821.7/9958	9891/10014	9889.8	9952.3	0.0090913	8410.2	32027	0.34938	0.6366	0.3634	0.72681	0.99897	True
SALL4_sg759	SALL4	10627/10371	10493/10377	10499	10435	-0.0087978	19648	33999	0.3462	0.3646	0.6354	0.72919	0.99897	False
GRM1_sg427	GRM1	9714.2/9894.7	9826.5/9905.6	9804.4	9866	0.0090333	9713	31750	0.34564	0.63519	0.36481	0.72961	0.99897	True
NRXN1_sg607	NRXN1	19361/19533	19518/19550	19447	19534	0.0064131	7670.9	62978	0.34526	0.63505	0.36495	0.7299	0.99897	True
ATG5_sg067	ATG5	11237/11106	11228/10984	11172	11106	-0.0084971	19202	36178	0.34495	0.36507	0.63493	0.73013	0.99897	False
NonTarg_26	Control	11882/11775	11463/12035	11829	11749	-0.0097729	84513	53708	0.34461	0.36519	0.63481	0.73039	0.99897	False
NonTarg_70	Control	16785/16983	17143/16786	16884	16965	0.0068585	41452	54677	0.3441	0.63462	0.36538	0.73077	0.99897	True
ETV2_sg312	ETV2	16639/16335	16392/16742	16487	16567	0.0069311	53681	53488	0.34334	0.63433	0.36567	0.73135	0.99897	True
FMO3_sg359	FMO3	7562/7290.6	7383.7/7576.7	7426.3	7480.2	0.010431	27726	25275	0.339	0.6327	0.3673	0.73461	0.99897	True
NonTarg_14	Control	12100/11877	12064/12047	11988	12055	0.0079988	12455	38823	0.33831	0.63243	0.36757	0.73513	0.99897	True
ENTPD4_sg272	ENTPD4	12806/12992	12988/12949	12899	12968	0.0077103	8985.3	41772	0.33823	0.6324	0.3676	0.73519	0.99897	True
CINP_sg183	CINP	12806/12784	12893/12561	12795	12727	-0.0077279	27658	41436	0.33583	0.3685	0.6315	0.737	0.99897	False
TMPRSS11E_sg868	TMPRSS11E	16496/16559	16554/16655	16527	16605	0.0067385	3543.2	53522	0.33448	0.63099	0.36901	0.73802	0.99897	True
NonTarg_10	Control	10107/9896.7	9878.9/10005	10002	9941.9	-0.0087014	15086	32390	0.33422	0.36911	0.63089	0.73822	0.99897	False
F11_sg326	F11	12193/11979	11920/12121	12086	12020	-0.0079012	21639	39140	0.33369	0.36931	0.63069	0.73861	0.99897	False
LAMP1_sg515	LAMP1	11497/11479	11286/11562	11488	11424	-0.0080946	19117	37202	0.33327	0.36946	0.63054	0.73893	0.99897	False
ETV2_sg316	ETV2	8674.8/8901.5	8871.1/8817.6	8788.2	8844.4	0.0091952	13557	28459	0.33312	0.63048	0.36952	0.73904	0.99897	True
SATB2_sg766	SATB2	13175/12943	12973/13008	13059	12990	-0.0075846	13807	42289	0.33299	0.36957	0.63043	0.73914	0.99897	False
MYF6_sg567	MYF6	25102/24977	25039/24850	25039	24945	-0.0054625	12840	81087	0.33232	0.36982	0.63018	0.73964	0.99897	False
ETV2_sg314	ETV2	16773/17152	16822/16947	16962	16885	-0.0066102	39820	54930	0.33086	0.37037	0.62963	0.74075	0.99897	False
EFHD2_sg254	EFHD2	11832/12274	12202/12043	12053	12123	0.0083069	54926	44330	0.33059	0.62952	0.37048	0.74095	0.99897	True
GRM1_sg429	GRM1	16125/16232	16275/16233	16178	16254	0.0067277	3303.9	52391	0.3304	0.62945	0.37055	0.7411	0.99897	True
NRXN1_sg606	NRXN1	15801/15589	15754/15488	15695	15621	-0.0068589	28986	50827	0.33022	0.37062	0.62938	0.74124	0.99897	False
MNAT1_sg558	MNAT1	11245/11683	11498/11564	11464	11531	0.0083731	49113	41121	0.3291	0.62896	0.37104	0.74208	0.99897	True
PRPH2_sg684	PRPH2	14418/14291	14544/14307	14354	14425	0.0070969	18112	46485	0.32834	0.62867	0.37133	0.74266	0.99897	True
NonTarg_12	Control	12471/12380	12461/12522	12426	12491	0.0075991	2993.3	40239	0.32716	0.62823	0.37177	0.74354	0.99897	True
PSMD4_sg736	PSMD4	11672/11706	11586/11665	11689	11626	-0.0078768	1861.9	37854	0.32716	0.37177	0.62823	0.74355	0.99897	False
APOH_sg034	APOH	16304/16359	16081/16431	16331	16256	-0.0066451	31365	52887	0.32636	0.37207	0.62793	0.74415	0.99897	False
CHD8_sg169	CHD8	13517/13625	13573/13705	13571	13639	0.0072015	7284	43948	0.32397	0.62702	0.37298	0.74596	0.99897	True
TCL1_sg832	TCL1	13379/13126	13285/13087	13253	13186	-0.007297	25790	42917	0.32277	0.37343	0.62657	0.74687	0.99897	False
POLR1B_sg635	POLR1B	12947/12755	12665/12905	12851	12785	-0.0073899	23632	41616	0.32188	0.37377	0.62623	0.74754	0.99897	False
NonTarg_36	Control	15505/15420	15335/15447	15463	15391	-0.0067158	4971.4	50074	0.32094	0.37413	0.62587	0.74826	0.99897	False
SUMO1_sg826	SUMO1	16160/16872	16504/16347	16516	16426	-0.0079101	1.3298e+05	79982	0.31934	0.37474	0.62526	0.74947	0.99897	False
MNAT1_sg555	MNAT1	13812/14146	13717/14096	13979	13907	-0.0074908	63808	51449	0.31919	0.37479	0.62521	0.74958	0.99897	False
CAV2_sg111	CAV2	14380/14374	14267/14349	14377	14308	-0.0069083	1721.9	46557	0.31831	0.37512	0.62488	0.75025	0.99897	False
SATB2_sg769	SATB2	10443/10542	10448/10654	10492	10551	0.0080324	13026	33978	0.31783	0.62469	0.37531	0.75061	0.99897	True
EPN2_sg294	EPN2	24203/24229	23981/24273	24216	24127	-0.0052909	21527	78420	0.31657	0.37579	0.62421	0.75157	0.99897	False
DECR2_sg202	DECR2	18124/17955	17968/17959	18040	17963	-0.0061307	7180.3	58419	0.31651	0.37581	0.62419	0.75161	0.99897	False
GNAI3_sg383	GNAI3	2491.3/2457.9	2491.1/2514.6	2474.6	2502.9	0.01641	416.89	8013.5	0.31634	0.62413	0.37587	0.75174	0.99897	True
PSMC5_sg730	PSMC5	10978/10985	10988/10855	10981	10922	-0.0078547	4470.4	35561	0.31621	0.37592	0.62408	0.75184	0.99897	False
CYP46A1_sg191	CYP46A1	17530/17731	17370/17740	17630	17555	-0.0061569	44260	57093	0.31423	0.37667	0.62333	0.75334	0.99897	False
F11_sg323	F11	10462/10608	10580/10605	10535	10592	0.0078191	5482.2	34117	0.31	0.62172	0.37828	0.75656	0.99897	True
PPY_sg665	PPY	9430.2/9152.5	9222.8/9252.3	9291.4	9237.6	-0.0083723	19499	30089	0.30998	0.37829	0.62171	0.75658	0.99897	False
NKX3-2_sg581	NKX3-2	8265/8428.1	8344.1/8247.4	8346.5	8295.7	-0.0088092	8988.1	27029	0.30908	0.37863	0.62137	0.75726	0.99897	False
MCOLN3_sg540	MCOLN3	14264/14387	14361/14423	14326	14392	0.0066561	4755	46392	0.30759	0.6208	0.3792	0.75839	0.99897	True
HDGFL1_sg445	HDGFL1	7127.3/7043.5	6965.5/7112.4	7085.4	7038.9	-0.0094924	7152.7	22945	0.3068	0.3795	0.6205	0.75899	0.99897	False
INSRR_sg495	INSRR	14172/14467	14326/14445	14320	14386	0.0066344	25400	46373	0.30652	0.6204	0.3796	0.75921	0.99897	True
FEZF2_sg346	FEZF2	15355/15587	15523/15555	15471	15539	0.0063568	13779	50101	0.30524	0.61991	0.38009	0.76018	0.99897	True
MYF6_sg563	MYF6	12295/12315	12528/12203	12305	12366	0.0071027	26573	39847	0.30425	0.61953	0.38047	0.76094	0.99897	True
NonTarg_41	Control	10224/9984.6	9955.5/10144	10104	10050	-0.007848	23207	32722	0.30307	0.38092	0.61908	0.76184	0.99897	False
KRT23_sg501	KRT23	19038/18975	19108/19055	19006	19081	0.005687	1672.6	61550	0.3026	0.6189	0.3811	0.76219	0.99897	True
CAV2_sg113	CAV2	11405/11443	11474/11491	11424	11482	0.0073276	434.99	36996	0.30247	0.61885	0.38115	0.7623	0.99897	True
IL17F_sg490	IL17F	14529/14619	14674/14605	14574	14639	0.0064894	3214.3	47195	0.30245	0.61885	0.38115	0.76231	0.99897	True
APOH_sg032	APOH	10379/10308	10277/10300	10344	10288	-0.0077217	1416.9	33497	0.30171	0.38144	0.61856	0.76287	0.99897	False
EPN2_sg297	EPN2	11520/11189	11205/11389	11355	11297	-0.0073353	35776	36770	0.30033	0.38196	0.61804	0.76392	0.99897	False
GRM6_sg437	GRM6	9723.4/9309.6	9623.9/9522.2	9516.5	9573	0.0085448	45379	35672	0.29935	0.61766	0.38234	0.76468	0.99897	True
ATG5_sg070	ATG5	15244/15430	15009/15521	15337	15265	-0.0067766	74202	57846	0.29885	0.38253	0.61747	0.76505	0.99897	False
EFNA2_sg261	EFNA2	15685/15709	15918/15609	15697	15764	0.0060906	24070	50833	0.29456	0.61584	0.38416	0.76833	0.99897	True
POLR3K_sg653	POLR3K	15727/15623	15656/15561	15675	15608	-0.0061158	4984.1	50761	0.29432	0.38426	0.61574	0.76851	0.99897	False
DUSP14_sg232	DUSP14	15761/15945	16152/15691	15853	15921	0.0062198	61673	54783	0.29265	0.61511	0.38489	0.76979	0.99897	True
ARHGAP44_sg042	ARHGAP44	17486/17408	17431/17601	17447	17516	0.005729	8786	56499	0.29207	0.61488	0.38512	0.77024	0.99897	True
ORC3_sg615	ORC3	15436/15864	15588/15582	15650	15585	-0.0060572	45698	50681	0.29128	0.38542	0.61458	0.77084	0.99897	False
LAMP1_sg513	LAMP1	12519/12621	12658/12599	12570	12629	0.0067211	3496.9	40707	0.29095	0.61446	0.38554	0.77109	0.99897	True
TMPRSS11E_sg866	TMPRSS11E	11046/11064	11260/10959	11055	11110	0.0071294	22861	35799	0.28947	0.61389	0.38611	0.77222	0.99897	True
EPHA4_sg281	EPHA4	11750/11734	11749/11847	11742	11798	0.0068893	2438	38024	0.28826	0.61342	0.38658	0.77315	0.99897	True
PSMC1_sg706	PSMC1	8805.3/8837.2	8979/8760.8	8821.3	8869.9	0.0079231	12154	28567	0.28745	0.61312	0.38688	0.77377	0.99897	True
F11_sg327	F11	22453/22450	22381/22368	22451	22375	-0.0049297	40.779	72705	0.28404	0.38819	0.61181	0.77638	0.99897	False
GCKR_sg379	GCKR	19160/18788	18964/18844	18974	18904	-0.0053404	38100	61445	0.28284	0.38865	0.61135	0.7773	0.99897	False
SUMO1_sg824	SUMO1	17279/17078	17090/17134	17178	17112	-0.0055724	10612	55629	0.28079	0.38944	0.61056	0.77887	0.99897	False
FADS1_sg339	FADS1	12285/12356	12192/12337	12320	12264	-0.006577	6527.6	39898	0.28058	0.38952	0.61048	0.77904	0.99897	False
GRIN2A_sg418	GRIN2A	14369/14540	14463/14324	14454	14394	-0.0060501	12132	46808	0.2796	0.38989	0.61011	0.77978	0.99897	False
ORC3_sg617	ORC3	17080/17256	16955/17250	17168	17102	-0.0055215	29486	55596	0.27815	0.39045	0.60955	0.7809	0.99897	False
ATG5_sg069	ATG5	28763/28618	28769/28443	28690	28606	-0.0042487	31823	92910	0.2768	0.39097	0.60903	0.78193	0.99897	False
ESPL1_sg308	ESPL1	31251/30948	31193/31182	31099	31187	0.0040643	22899	1.0071e+05	0.27647	0.60891	0.39109	0.78219	0.99897	True
CDC123_sg125	CDC123	14139/14381	14017/14383	14260	14200	-0.0060612	48187	46848	0.27623	0.39119	0.60881	0.78237	0.99897	False
PRPH2_sg682	PRPH2	11654/11336	11486/11610	11495	11548	0.0066488	29162	37225	0.27523	0.60843	0.39157	0.78314	0.99897	True
CAV2_sg118	CAV2	12464/12454	12407/12621	12459	12514	0.0063819	11463	40347	0.27501	0.60835	0.39165	0.78331	0.99897	True
CYP46A1_sg195	CYP46A1	14933/15285	15390/14960	15109	15175	0.0063115	77240	58365	0.27421	0.60804	0.39196	0.78392	0.99897	True
ACSM3_sg007	ACSM3	11692/12220	12011/12021	11956	12016	0.0072734	69827	49087	0.27277	0.60748	0.39252	0.78503	0.99897	True
CHD8_sg163	CHD8	9721.5/9725.7	9855.7/9688.2	9723.6	9771.9	0.0071526	7017.2	31489	0.27237	0.60733	0.39267	0.78534	0.99897	True
GNRHR_sg398	GNRHR	15753/15757	15817/15571	15755	15694	-0.0056242	15240	51022	0.2714	0.39304	0.60696	0.78608	0.99897	False
SUMO1_sg822	SUMO1	11496/11676	11585/11482	11586	11533	-0.0065365	10720	37519	0.27041	0.39342	0.60658	0.78684	0.99897	False
C2CD2L_sg106	C2CD2L	10518/10414	10548/10285	10466	10416	-0.0068498	20081	33892	0.2693	0.39385	0.60615	0.7877	0.99897	False
NKX3-2_sg589	NKX3-2	10242/10319	10331/10327	10280	10329	0.0068776	1487.7	33291	0.26926	0.60614	0.39386	0.78773	0.99897	True
FEZF2_sg350	FEZF2	15784/15841	15730/15774	15813	15752	-0.0055499	1307.4	51207	0.26831	0.39423	0.60577	0.78846	0.99897	False
MCM6_sg526	MCM6	10325/10760	10418/10787	10543	10603	0.0081472	81405	49896	0.26732	0.60539	0.39461	0.78922	0.99897	True
SATB2_sg762	SATB2	12853/13151	13077/13036	13002	13057	0.0060536	22596	42106	0.26646	0.60506	0.39494	0.78989	0.99897	True
NonTarg_60	Control	10649/10610	10590/10767	10629	10679	0.0066911	8214.8	34422	0.26636	0.60502	0.39498	0.78996	0.99897	True
CDC45_sg137	CDC45	10988/10720	10854/10953	10854	10904	0.0066152	20384	35149	0.2661	0.60492	0.39508	0.79017	0.99897	True
POLR2C_sg646	POLR2C	16369/16149	16434/16205	16259	16320	0.0053907	25271	52652	0.26527	0.6046	0.3954	0.7908	0.99897	True
SUMO1_sg827	SUMO1	20694/20880	20577/20860	20787	20718	-0.0047733	28714	67316	0.26465	0.39564	0.60436	0.79128	0.99897	False
NonTarg_29	Control	10256/10617	10224/10542	10437	10383	-0.0074511	57970	41855	0.26282	0.39635	0.60365	0.79269	0.99897	False
F11_sg328	F11	20614/20962	21001/20711	20788	20856	0.0047212	51427	67320	0.26263	0.60358	0.39642	0.79283	0.99897	True
RBFOX3_sg743	RBFOX3	15542/15215	15639/15241	15378	15440	0.0057601	66492	55364	0.26148	0.60314	0.39686	0.79372	0.99897	True
POLR2C_sg643	POLR2C	10511/10449	10650/10406	10480	10528	0.0065681	15825	33938	0.25961	0.60242	0.39758	0.79517	0.99897	True
NonTarg_50	Control	11838/11965	11881/12024	11902	11952	0.0061636	9123.9	38541	0.25957	0.6024	0.3976	0.79519	0.99897	True
TH_sg842	TH	12352/12513	12399/12570	12433	12485	0.0060189	13696	40261	0.25906	0.6022	0.3978	0.79559	0.99897	True
MYO15_sg579	MYO15	17191/16909	17248/16972	17050	17110	0.0051229	38996	55213	0.25813	0.60185	0.39815	0.79631	0.99897	True
GNAI3_sg389	GNAI3	15989/16352	16446/16022	16170	16234	0.0056615	78081	60937	0.25758	0.60164	0.39836	0.79673	0.99897	True
CHST1_sg174	CHST1	6755.2/6940.7	6551.3/7044.7	6847.9	6798	-0.01056	69459	37937	0.25645	0.3988	0.6012	0.7976	0.99897	False
CHST1_sg177	CHST1	11488/11505	11636/11455	11496	11545	0.0061714	8334.3	37229	0.25544	0.60081	0.39919	0.79838	0.99897	True
SNX1_sg808	SNX1	15127/14803	15109/14933	14965	15021	0.0054081	34059	48461	0.25532	0.60076	0.39924	0.79848	0.99897	True
ULBP1_sg889	ULBP1	14211/14269	14333/14255	14240	14294	0.0055131	2357.8	46113	0.2539	0.60021	0.39979	0.79957	0.99897	True
HDGFL1_sg441	HDGFL1	7705.4/7524.8	7571.1/7738.3	7615.1	7654.7	0.0074932	15138	24660	0.25255	0.59969	0.40031	0.80061	0.99897	True
NonTarg_30	Control	9430.2/9371.9	9396.2/9317.9	9401.1	9357	-0.0067724	2381.7	30444	0.25236	0.40038	0.59962	0.80076	0.99897	False
IFNG_sg472	IFNG	10221/10288	10111/10308	10255	10209	-0.0064321	10805	33209	0.25035	0.40116	0.59884	0.80231	0.99897	False
F11_sg324	F11	10966/11128	11015/11173	11047	11094	0.0060897	12838	35774	0.24708	0.59758	0.40242	0.80485	0.99897	True
VSX1_sg896	VSX1	23004/22884	22862/22892	22944	22877	-0.0042335	3840.1	74301	0.24665	0.40259	0.59741	0.80518	0.99897	False
IL17F_sg482	IL17F	11366/11260	11338/11381	11313	11360	0.0060069	3277.3	36634	0.24662	0.5974	0.4026	0.8052	0.99897	True
NonTarg_11	Control	18385/18819	18456/18628	18602	18542	-0.0046752	54427	60240	0.24523	0.40314	0.59686	0.80628	0.99897	False
DUSP14_sg236	DUSP14	17150/17040	16869/17446	17095	17157	0.0052422	86460	65727	0.24275	0.5959	0.4041	0.8082	0.99897	True
CERS5_sg153	CERS5	18365/18168	18215/18200	18266	18207	-0.0046647	9806.6	59153	0.24246	0.40421	0.59579	0.80843	0.99897	False
GRIN2A_sg420	GRIN2A	12606/12531	12572/12468	12569	12520	-0.0056184	4059.1	40702	0.24216	0.40433	0.59567	0.80865	0.99897	False
NRXN1_sg602	NRXN1	13326/12948	13084/13090	13137	13087	-0.0054903	35563	42543	0.24194	0.40441	0.59559	0.80882	0.99897	False
EPN2_sg296	EPN2	15507/15778	15863/15530	15643	15696	0.0049643	45990	50656	0.23958	0.59467	0.40533	0.81065	0.99897	True
B4GALT6_sg077	B4GALT6	22680/22468	22649/22371	22574	22510	-0.0040863	30597	73102	0.23616	0.40666	0.59334	0.81331	0.99897	False
CYP46A1_sg200	CYP46A1	23980/24047	23808/24088	24013	23948	-0.003946	20717	77764	0.23522	0.40702	0.59298	0.81404	0.99897	False
ARHGAP44_sg043	ARHGAP44	9727/10132	9975.6/9792	9929.5	9883.8	-0.0066501	49407	37906	0.23457	0.40727	0.59273	0.81455	0.99897	False
CDHR5_sg147	CDHR5	7651.1/7794.6	7670.9/7701.2	7722.9	7686	-0.0068936	5374.4	25009	0.23282	0.40795	0.59205	0.8159	0.99897	False
EPHA4_sg285	EPHA4	20262/20459	20148/20455	20361	20301	-0.0042213	33304	65935	0.23168	0.40839	0.59161	0.81678	0.99897	False
GRIA1_sg404	GRIA1	10234/10350	10096/10405	10292	10250	-0.0059175	27276	33330	0.23079	0.40874	0.59126	0.81748	0.99897	False
KRT23_sg505	KRT23	10395/10279	10313/10444	10337	10379	0.0057847	7646.9	33475	0.22701	0.58979	0.41021	0.82041	0.99897	True
GRIN2A_sg413	GRIN2A	15827/15820	15538/16005	15824	15772	-0.0047374	54541	52342	0.22676	0.41031	0.58969	0.82061	0.99897	False
PHOX2B_sg626	PHOX2B	14108/13953	14044/13920	14030	13982	-0.0049624	9842.9	45435	0.22603	0.41059	0.58941	0.82118	0.99897	False
ACSM3_sg008	ACSM3	12859/12969	12855/12881	12914	12868	-0.0051557	3225.2	41820	0.22529	0.41088	0.58912	0.82176	0.99897	False
MYF6_sg565	MYF6	17243/17246	17290/17305	17244	17298	0.0044441	61.581	55843	0.22515	0.58907	0.41093	0.82186	0.99897	True
HSD17B1_sg464	HSD17B1	7772.4/8051.6	7843.2/8055.1	7912	7949.2	0.0067626	30699	27314	0.22496	0.58899	0.41101	0.82201	0.99897	True
ARHGAP44_sg041	ARHGAP44	7838.6/7921.1	7848.3/7983	7879.8	7915.6	0.0065379	6240.5	25518	0.22408	0.58865	0.41135	0.8227	0.99897	True
ARHGEF4_sg054	ARHGEF4	13410/13656	13686/13472	13533	13579	0.0048945	26565	43825	0.21971	0.58695	0.41305	0.8261	0.99897	True
TMPRSS11E_sg865	TMPRSS11E	18442/18061	18431/18178	18252	18304	0.00416	52304	59105	0.2168	0.58582	0.41418	0.82837	0.99897	True
F11_sg329	F11	4671.9/4757.6	4759.6/4723.4	4714.8	4741.5	0.0081497	2162.2	15268	0.2162	0.58558	0.41442	0.82883	0.99897	True
HOXC8_sg454	HOXC8	8884.4/8912.3	8952.8/8917	8898.4	8934.9	0.005908	515.52	28816	0.21513	0.58517	0.41483	0.82967	0.99897	True
SEL1L2_sg775	SEL1L2	15230/14948	15209/15064	15089	15136	0.0045372	25124	48863	0.21502	0.58513	0.41487	0.82975	0.99897	True
HOXC8_sg457	HOXC8	9022.2/8807.6	8911.4/8991.3	8914.9	8951.4	0.0058874	13108	28870	0.21457	0.58495	0.41505	0.8301	0.99897	True
SLC22A16_sg791	SLC22A16	21320/21287	21294/21426	21304	21360	0.003791	4652	68989	0.21342	0.5845	0.4155	0.831	0.99897	True
